2848,8
2848,14
2026,8
2026,14
46770,3
46770,4
46770,14
22262,8
22262,14
55290,3
55290,4
55290,14
59315,3
59315,4
59315,14
56414,3
56414,4
56414,14
62012,3
62012,4
62012,14
49059,3
49059,4
49059,14
40448,3
40448,4
40448,14
23772,8
23772,14
28365,8
28365,14
8533,8
8533,14
66609,3
66609,4
66609,14
9243,8
9243,14
39349,3
39349,4
39349,14
67171,3
67171,4
67171,14
41921,3
41921,4
41921,14
10627,8
10627,14
17116,8
17116,14
41308,3
41308,4
41308,14
39688,3
39688,4
39688,14
54793,3
54793,4
54793,14
10876,8
10876,14
33463,8
33463,14
14619,8
14619,14
66093,3
66093,4
66093,14
46325,3
46325,4
46325,14
48678,3
48678,4
48678,14
56196,3
56196,4
56196,14
36049,8
36049,14
43551,3
43551,4
43551,14
31669,8
31669,14
54683,3
54683,4
54683,14
38223,3
38223,4
38223,14
54731,3
54731,4
54731,14
25217,8
25217,14
22883,8
22883,14
16278,8
16278,14
20943,8
20943,14
29801,8
29801,14
73023,3
73023,4
73023,14
58444,3
58444,4
58444,14
21273,8
21273,14
39154,3
39154,4
39154,14
53697,3
53697,4
53697,14
73773,3
73773,9
73773,4
73773,14
4387,8
4387,14
24046,8
24046,14
31276,8
31276,14
68518,3
68518,4
68518,14
16408,8
16408,14
50405,3
50405,4
50405,14
15480,8
15480,14
54121,3
54121,4
54121,14
57952,3
57952,4
57952,14
62215,3
62215,4
62215,14
56255,3
56255,4
56255,14
40253,3
40253,4
40253,14
41173,3
41173,4
41173,14
3142,8
3142,14
24830,8
24830,14
45871,3
45871,4
45871,14
51286,3
51286,4
51286,14
67442,3
67442,4
67442,14
49056,3
49056,4
49056,14
42674,3
42674,4
42674,14
1065,8
1065,14
19027,8
19027,14
52772,3
52772,4
52772,14
67352,3
67352,4
67352,14
29868,8
29868,14
65342,3
65342,4
65342,14
63428,3
63428,4
63428,14
14294,8
14294,14
18392,8
18392,14
52480,3
52480,4
52480,14
35312,8
35312,14
65977,3
65977,4
65977,14
41094,3
41094,4
41094,14
58190,3
58190,4
58190,14
47793,3
47793,4
47793,14
34937,8
34937,14
46944,3
46944,4
46944,14
64994,3
64994,4
64994,14
44405,3
44405,4
44405,14
12124,8
12124,14
18159,8
18159,14
8716,8
8716,14
27026,8
27026,14
64694,3
64694,4
64694,14
3510,8
3510,14
9408,8
9408,14
18539,8
18539,14
55365,3
55365,4
55365,14
64090,3
64090,4
64090,14
36016,8
36016,14
41474,3
41474,4
41474,14
38397,3
38397,4
38397,14
55562,3
55562,4
55562,14
59627,3
59627,4
59627,14
73129,3
73129,4
73129,14
30458,8
30458,14
11200,8
11200,14
56679,3
56679,4
56679,14
36081,8
36081,14
68064,3
68064,4
68064,14
24838,8
24838,14
7027,8
7027,14
62344,3
62344,4
62344,14
65881,3
65881,4
65881,14
12074,8
12074,14
45433,3
45433,4
45433,14
5170,8
5170,14
32199,8
32199,14
48913,3
48913,4
48913,14
9916,8
9916,14
13206,8
13206,14
62121,3
62121,4
62121,14
66517,3
66517,4
66517,14
478,8
478,14
57020,3
57020,4
57020,14
49152,3
49152,4
49152,14
33137,8
33137,14
1982,8
1982,14
55009,3
55009,4
55009,14
71290,3
71290,4
71290,14
4414,8
4414,14
14258,8
14258,14
63107,3
63107,4
63107,14
27721,8
27721,14
71,8
71,14
21510,8
21510,14
40971,3
40971,4
40971,14
49658,3
49658,4
49658,14
48825,3
48825,4
48825,14
23107,8
23107,14
32937,8
32937,14
8484,8
8484,14
33909,8
33909,14
21626,8
21626,14
44885,3
44885,4
44885,14
6286,8
6286,14
26322,8
26322,14
28015,8
28015,14
18659,8
18659,14
47693,3
47693,4
47693,14
2925,8
2925,14
27810,8
27810,14
43279,3
43279,4
43279,14
1139,8
1139,14
49995,3
49995,4
49995,14
71224,3
71224,4
71224,14
26251,8
26251,14
69559,3
69559,4
69559,14
55733,3
55733,4
55733,14
17568,8
17568,14
25474,8
25474,14
9406,8
9406,14
2542,8
2542,14
2230,8
2230,14
14325,8
14325,14
43722,3
43722,4
43722,14
24891,8
24891,14
45271,3
45271,4
45271,14
48867,3
48867,4
48867,14
31281,8
31281,14
9061,8
9061,14
44301,3
44301,4
44301,14
7169,8
7169,14
64356,3
64356,4
64356,14
19130,8
19130,14
2211,8
2211,14
45914,3
45914,4
45914,14
6700,8
6700,14
40580,3
40580,4
40580,14
21346,8
21346,14
50274,3
50274,4
50274,14
40954,3
40954,4
40954,14
63033,3
63033,4
63033,14
55979,3
55979,4
55979,14
12570,8
12570,14
37403,3
37403,4
37403,14
45940,3
45940,4
45940,14
56830,3
56830,4
56830,14
8251,8
8251,14
17917,8
17917,14
20124,8
20124,14
27981,8
27981,14
17747,8
17747,14
72821,3
72821,4
72821,14
44718,3
44718,4
44718,14
12767,8
12767,14
44088,3
44088,4
44088,14
49178,3
49178,4
49178,14
31705,8
31705,14
51032,3
51032,4
51032,14
13281,8
13281,14
32906,8
32906,14
54146,3
54146,4
54146,14
47333,3
47333,4
47333,14
70465,3
70465,4
70465,14
5610,8
5610,14
63843,3
63843,4
63843,14
55522,3
55522,4
55522,14
5803,8
5803,14
41887,3
41887,4
41887,14
29184,4
29184,8
29184,14
47448,3
47448,4
47448,14
21,8
21,14
11035,8
11035,14
10704,8
10704,14
14751,8
14751,14
22376,8
22376,14
8776,8
8776,14
53447,3
53447,4
53447,14
70925,3
70925,4
70925,14
6058,8
6058,14
609,8
609,14
35045,8
35045,14
56824,3
56824,4
56824,14
15004,8
15004,14
70301,3
70301,4
70301,14
27426,8
27426,14
40020,3
40020,4
40020,14
62384,3
62384,4
62384,14
68535,3
68535,4
68535,14
57662,3
57662,4
57662,14
58461,3
58461,4
58461,14
45226,3
45226,4
45226,14
48398,3
48398,4
48398,14
71994,3
71994,4
71994,14
59292,3
59292,4
59292,14
6899,8
6899,14
22310,8
22310,14
40567,3
40567,4
40567,14
20475,8
20475,14
39062,3
39062,4
39062,14
52811,3
52811,4
52811,14
8410,8
8410,14
31978,8
31978,14
7189,8
7189,14
26587,8
26587,14
20656,8
20656,14
63478,3
63478,4
63478,14
64892,3
64892,4
64892,14
14728,8
14728,14
60036,3
60036,4
60036,14
62819,3
62819,4
62819,14
58003,3
58003,4
58003,14
15523,8
15523,14
33672,8
33672,14
14134,8
14134,14
73038,3
73038,4
73038,14
33523,8
33523,14
70098,3
70098,4
70098,14
10701,8
10701,14
71212,3
71212,4
71212,14
7716,8
7716,14
43174,3
43174,4
43174,14
69318,3
69318,4
69318,14
34206,8
34206,14
71593,3
71593,4
71593,14
26259,8
26259,14
20991,8
20991,14
60632,3
60632,4
60632,14
16423,8
16423,14
27513,8
27513,14
16117,8
16117,14
57128,3
57128,4
57128,14
73719,3
73719,4
73719,14
19344,8
19344,14
42213,3
42213,4
42213,14
59148,3
59148,4
59148,14
71875,3
71875,4
71875,14
69412,3
69412,4
69412,14
18440,8
18440,14
47719,3
47719,4
47719,14
12305,8
12305,14
18903,8
18903,14
19536,8
19536,14
30966,8
30966,14
29581,8
29581,14
30854,8
30854,14
16737,8
16737,14
7985,8
7985,14
61841,3
61841,4
61841,14
74241,3
74241,4
74241,14
67120,3
67120,4
67120,14
50051,3
50051,4
50051,14
13404,8
13404,14
60505,3
60505,4
60505,14
44122,3
44122,4
44122,14
19957,8
19957,14
67248,3
67248,4
67248,14
38150,3
38150,4
38150,14
39955,3
39955,4
39955,14
49529,3
49529,4
49529,14
73157,3
73157,4
73157,14
35773,8
35773,14
47363,3
47363,4
47363,14
5378,8
5378,14
8216,8
8216,14
33973,8
33973,14
57620,3
57620,4
57620,14
58737,3
58737,4
58737,14
71847,3
71847,4
71847,14
22609,8
22609,14
49810,3
49810,4
49810,14
43008,3
43008,4
43008,14
65279,3
65279,4
65279,14
33419,8
33419,14
55241,3
55241,4
55241,14
65415,3
65415,4
65415,14
62608,3
62608,4
62608,14
15569,8
15569,14
12097,8
12097,14
11634,8
11634,14
34942,8
34942,14
26782,8
26782,14
5460,8
5460,14
12748,8
12748,14
49942,3
49942,4
49942,14
7712,8
7712,14
53048,3
53048,4
53048,14
61092,3
61092,4
61092,14
2685,8
2685,14
13815,8
13815,14
34440,8
34440,14
68325,3
68325,4
68325,14
73672,3
73672,4
73672,14
39895,3
39895,4
39895,14
67064,3
67064,4
67064,14
20970,8
20970,14
24899,8
24899,14
5359,8
5359,14
35292,8
35292,14
49591,3
49591,4
49591,14
29941,8
29941,14
73041,3
73041,4
73041,14
5682,8
5682,14
22771,8
22771,14
65233,3
65233,4
65233,14
9727,8
9727,14
3014,8
3014,14
21628,8
21628,14
65136,3
65136,4
65136,14
52112,3
52112,4
52112,14
12653,8
12653,14
8397,8
8397,14
12182,8
12182,14
55615,3
55615,4
55615,14
23531,8
23531,14
21312,8
21312,14
7950,8
7950,14
62061,3
62061,4
62061,14
19876,8
19876,14
30228,8
30228,14
47070,3
47070,4
47070,14
15599,8
15599,14
49731,3
49731,4
49731,14
3505,8
3505,14
20992,8
20992,14
26636,8
26636,14
49273,3
49273,4
49273,14
44733,3
44733,4
44733,14
41386,3
41386,4
41386,14
37215,3
37215,4
37215,14
45043,3
45043,4
45043,14
36984,3
36984,4
36984,14
639,8
639,14
48613,3
48613,4
48613,14
15006,8
15006,14
54858,3
54858,4
54858,14
55469,3
55469,4
55469,14
43016,3
43016,4
43016,14
22365,8
22365,14
55534,3
55534,4
55534,14
19226,8
19226,14
53155,3
53155,4
53155,14
31385,8
31385,14
15266,8
15266,14
27822,8
27822,14
35021,8
35021,14
55069,3
55069,4
55069,14
30504,8
30504,14
29103,8
29103,14
71897,3
71897,4
71897,14
968,8
968,14
42387,3
42387,4
42387,14
11602,8
11602,14
56333,3
56333,4
56333,14
48281,3
48281,4
48281,14
47751,3
47751,4
47751,14
66053,3
66053,4
66053,14
37292,3
37292,4
37292,14
32022,8
32022,14
72215,3
72215,4
72215,14
70622,3
70622,4
70622,14
73800,3
73800,4
73800,14
62372,3
62372,4
62372,14
14649,8
14649,14
28209,8
28209,14
72032,3
72032,4
72032,14
47560,3
47560,4
47560,14
71036,3
71036,4
71036,14
71779,3
71779,4
71779,14
47794,3
47794,4
47794,14
6069,8
6069,14
60678,3
60678,4
60678,14
11338,8
11338,14
59926,3
59926,4
59926,14
21108,8
21108,14
70341,3
70341,4
70341,14
38057,3
38057,4
38057,14
64428,3
64428,4
64428,14
4004,8
4004,14
58985,3
58985,4
58985,14
44383,3
44383,4
44383,14
69175,3
69175,4
69175,14
3630,8
3630,14
20623,8
20623,14
26344,8
26344,14
38067,3
38067,4
38067,14
19907,8
19907,14
34986,8
34986,14
33514,8
33514,14
59041,3
59041,4
59041,14
20728,8
20728,14
35620,8
35620,14
17076,8
17076,14
72173,3
72173,4
72173,14
30784,8
30784,14
18066,8
18066,14
39524,3
39524,4
39524,14
21106,8
21106,14
51898,3
51898,4
51898,14
43633,3
43633,4
43633,14
53366,3
53366,4
53366,14
56174,3
56174,4
56174,14
63825,3
63825,4
63825,14
68380,3
68380,4
68380,14
11457,8
11457,14
4825,8
4825,14
18364,8
18364,14
34082,8
34082,14
39122,3
39122,4
39122,14
43860,3
43860,4
43860,14
6472,8
6472,14
38564,3
38564,4
38564,14
62549,3
62549,4
62549,14
65475,3
65475,4
65475,14
9687,8
9687,14
15633,8
15633,14
22516,8
22516,14
39256,3
39256,4
39256,14
21163,8
21163,14
12492,8
12492,14
26062,8
26062,14
41214,3
41214,4
41214,14
69304,3
69304,4
69304,14
53579,3
53579,4
53579,14
4540,8
4540,14
8973,8
8973,14
2464,8
2464,14
52716,3
52716,4
52716,14
28104,8
28104,14
61470,3
61470,4
61470,14
24610,8
24610,14
43584,3
43584,4
43584,14
48806,3
48806,4
48806,14
68246,3
68246,4
68246,14
24240,8
24240,14
45177,3
45177,4
45177,14
4920,8
4920,14
8744,8
8744,14
19880,8
19880,14
35243,8
35243,14
17377,8
17377,14
32731,8
32731,14
71946,3
71946,4
71946,14
71566,3
71566,4
71566,14
64886,3
64886,4
64886,14
40607,3
40607,4
40607,14
46924,3
46924,4
46924,14
16907,8
16907,14
73012,3
73012,4
73012,14
48746,3
48746,4
48746,14
45896,3
45896,4
45896,14
62611,3
62611,4
62611,14
5109,8
5109,14
66124,3
66124,4
66124,14
50786,3
50786,4
50786,14
52227,3
52227,4
52227,14
30049,8
30049,14
24851,8
24851,14
25265,8
25265,14
51270,3
51270,4
51270,14
35587,8
35587,14
44553,3
44553,4
44553,14
60194,3
60194,4
60194,14
28080,8
28080,14
29713,8
29713,14
65759,3
65759,4
65759,14
16242,8
16242,14
53535,3
53535,4
53535,14
67524,3
67524,4
67524,14
72772,3
72772,4
72772,14
619,8
619,14
65205,3
65205,4
65205,14
562,8
562,14
62162,3
62162,4
62162,14
54854,3
54854,4
54854,14
54961,3
54961,4
54961,14
20288,8
20288,14
44118,3
44118,4
