59315,9
8533,9
66609,5
66609,9
39349,5
41308,8
33463,5
14619,5
14619,9
14619,10
56196,10
43551,5
29801,9
53697,9
73773,9
68518,9
42674,5
42674,9
63428,3
14294,9
35312,9
35312,10
58190,5
58190,9
46944,5
9408,4
18539,5
64090,5
64090,9
36016,5
56679,9
36081,10
12074,5
66517,3
478,2
478,4
1982,9
71,2
48825,5
23107,5
33909,4
17568,5
9406,4
2542,5
43722,5
31281,9
31281,10
8251,5
8251,9
8251,10
17917,5
17917,9
17917,10
17747,9
72821,5
72821,10
13281,9
13281,10
21,2
11035,9
609,2
35045,5
59292,9
8410,9
8410,10
26587,5
14134,5
70098,5
34206,9
34206,10
47719,8
61841,3
67120,10
50051,5
60505,10
73157,9
33973,4
65279,8
34942,5
35292,5
65233,5
65233,9
12653,3
8397,9
8397,10
21312,3
49731,9
3505,5
3505,9
3505,10
639,2
48613,9
22365,9
19226,9
19226,10
27822,4
35021,5
968,2
968,9
11602,9
11602,10
56333,9
37292,5
37292,9
73800,5
72032,8
6069,3
60678,5
60678,9
21108,9
21108,10
26344,9
26344,10
38067,5
34986,5
33514,5
72173,9
34082,9
39122,10
43860,5
26062,9
35243,5
35243,9
35243,10
32731,5
32731,9
32731,10
71946,5
71566,9
62611,9
66124,5
66124,8
51270,5
35587,10
619,2
562,2
39906,3
72530,5
33021,9
33021,10
34454,9
34454,10
36830,5
31809,9
31809,10
63114,9
47529,5
40948,3
11916,5
48950,5
35839,9
68691,9
22274,9
22274,10
21595,9
70288,8
69338,9
20902,5
24719,9
54775,5
41806,5
41806,9
18455,5
35752,10
45354,5
70810,5
31395,4
45070,5
9605,5
833,2
47369,5
41601,5
68711,10
70711,3
45221,9
65435,3
35851,5
35075,5
40629,5
31812,9
31812,10
51003,5
15398,9
15398,10
27388,5
45823,5
72726,9
315,2
73272,10
6012,9
6012,10
74291,5
37490,9
70701,9
19566,9
61852,9
25544,9
38480,9
13343,9
846,2
35356,4
55998,3
40261,5
5194,4
12079,5
12079,9
46945,9
26126,5
36468,9
73767,5
20271,5
65264,9
27634,5
14355,9
36103,5
36103,9
36103,10
44010,5
74222,5
39782,5
39782,9
3741,5
73350,9
7552,3
21840,5
22896,5
31631,5
31631,9
31631,10
20890,9
